"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.493558946E2,1.932479000E1,-9.917919000E1,2.277851768E3,2.270000000E3,6.047986150E-1,2.798900146E2,2.184352649E-1,1.799999952E0,1.670000076E1,2.300000000E1
1.503558946E2,1.932478833E1,-9.917920000E1,2.278251791E3,2.270400000E3,6.547266841E-1,2.630700073E2,2.190776345E-1,1.799999952E0,1.580000019E1,2.300000000E1
1.513558946E2,1.932478500E1,-9.917920500E1,2.278851809E3,2.271000000E3,6.995074749E-1,2.440500031E2,2.197344788E-1,1.700000048E0,1.580000019E1,2.300000000E1
1.523558946E2,1.932478000E1,-9.917920833E1,2.279051827E3,2.271200000E3,7.164933085E-1,2.320099945E2,2.208955039E-1,1.700000048E0,1.600000000E1,2.300000000E1
1.533558946E2,1.932477167E1,-9.917921500E1,2.279351859E3,2.271500000E3,7.478913665E-1,2.168899994E2,2.218036793E-1,1.700000048E0,1.610000038E1,2.300000000E1
1.543558946E2,1.932476500E1,-9.917922000E1,2.279551884E3,2.271700000E3,7.710539103E-1,2.179499969E2,2.228685221E-1,1.600000024E0,1.650000000E1,2.400000000E1
1.553558946E2,1.932475667E1,-9.917922500E1,2.279751912E3,2.271900000E3,7.664213777E-1,1.974299927E2,2.237951465E-1,1.600000024E0,1.629999924E1,2.400000000E1
1.563558946E2,1.932474833E1,-9.917922500E1,2.279551931E3,2.271700000E3,7.777453065E-1,2.050099945E2,2.245567955E-1,1.600000024E0,1.560000038E1,2.400000000E1
1.573558946E2,1.932474167E1,-9.917922667E1,2.278951950E3,2.271100000E3,8.019372225E-1,2.139900055E2,2.251127701E-1,1.600000024E0,1.560000038E1,2.200000000E1
1.583558946E2,1.932473667E1,-9.917922667E1,2.278451961E3,2.270600000E3,8.106874824E-1,1.986499939E2,2.258772081E-1,1.500000000E0,1.530000019E1,2.200000000E1
1.593558946E2,1.932473167E1,-9.917923167E1,2.278151982E3,2.270300000E3,8.343647122E-1,2.156900024E2,2.268201911E-1,1.500000000E0,1.339999962E1,2.300000000E1
1.603558946E2,1.932472333E1,-9.917923333E1,2.278252004E3,2.270400000E3,8.549535871E-1,2.151399994E2,2.275846291E-1,1.600000024E0,1.350000000E1,2.200000000E1
1.613558946E2,1.932471833E1,-9.917923833E1,2.278452025E3,2.270600000E3,8.858369589E-1,2.299700012E2,2.283762908E-1,1.700000048E0,1.410000038E1,2.200000000E1
1.623558946E2,1.932471500E1,-9.917924500E1,2.278152046E3,2.270300000E3,8.688511252E-1,2.238999939E2,2.287861266E-1,1.700000048E0,1.439999962E1,2.100000000E1
1.633558946E2,1.932471167E1,-9.917924667E1,2.277752057E3,2.269900000E3,8.431149721E-1,2.435299988E2,2.291819575E-1,1.700000048E0,1.489999962E1,2.200000000E1
1.643558946E2,1.932471000E1,-9.917925000E1,2.277652067E3,2.269800000E3,8.070844412E-1,2.597000122E2,2.299736192E-1,1.700000048E0,1.560000038E1,2.300000000E1
1.653558946E2,1.932470667E1,-9.917925667E1,2.277552088E3,2.269700000E3,7.700244188E-1,2.429299927E2,2.306972852E-1,1.600000024E0,1.480000019E1,2.300000000E1
1.663558946E2,1.932470500E1,-9.917926333E1,2.277452105E3,2.269600000E3,7.700244188E-1,2.425000000E2,2.315911253E-1,1.600000024E0,1.510000038E1,2.300000000E1
1.673558946E2,1.932470333E1,-9.917927167E1,2.277452125E3,2.269600000E3,7.844366431E-1,2.326699982E2,2.327521506E-1,1.600000024E0,1.580000019E1,2.300000000E1
1.683558946E2,1.932469500E1,-9.917927833E1,2.277652157E3,2.269800000E3,8.096580505E-1,2.151900024E2,2.339396433E-1,1.600000024E0,1.519999981E1,2.300000000E1
1.693558946E2,1.932469000E1,-9.917928833E1,2.277552189E3,2.269700000E3,8.359088898E-1,2.055099945E2,2.348478188E-1,1.700000048E0,1.500000000E1,2.300000000E1
1.703558946E2,1.932468333E1,-9.917929333E1,2.277652213E3,2.269800000E3,8.240702748E-1,1.840000000E2,2.354901887E-1,1.700000048E0,1.519999981E1,2.200000000E1
1.713558946E2,1.932468000E1,-9.917929833E1,2.277452231E3,2.269600000E3,8.019372225E-1,2.049900055E2,2.368337872E-1,1.799999952E0,1.589999962E1,2.100000000E1
1.723558946E2,1.932466833E1,-9.917929500E1,2.277652251E3,2.269800000E3,8.842927814E-1,2.034100037E2,2.378986302E-1,1.799999952E0,1.629999924E1,2.100000000E1
1.733558946E2,1.932466000E1,-9.917929000E1,2.277652260E3,2.269800000E3,9.172350168E-1,1.903600006E2,2.388252546E-1,1.799999952E0,1.560000038E1,2.100000000E1
1.743558946E2,1.932465167E1,-9.917929000E1,2.276952279E3,2.269100000E3,9.476035833E-1,2.002200012E2,2.398156937E-1,1.799999952E0,1.670000076E1,2.200000000E1
1.753558946E2,1.932464333E1,-9.917928667E1,2.276352291E3,2.268500000E3,9.892961383E-1,1.688099976E2,2.408805367E-1,1.799999952E0,1.710000038E1,2.300000000E1
1.763558946E2,1.932463500E1,-9.917928167E1,2.275752300E3,2.267900000E3,1.012458563E0,1.660599976E2,2.418709758E-1,1.799999952E0,1.710000038E1,2.300000000E1
1.773558946E2,1.932462667E1,-9.917927833E1,2.275352312E3,2.267500000E3,9.965022206E-1,1.698300018E2,2.428139588E-1,1.799999952E0,1.760000038E1,2.300000000E1
1.783558946E2,1.932461833E1,-9.917927667E1,2.274752328E3,2.266900000E3,1.000620008E0,1.752500000E2,2.439259081E-1,1.799999952E0,1.750000000E1,2.300000000E1
1.793558946E2,1.932460833E1,-9.917927667E1,2.274052350E3,2.266200000E3,1.006281972E0,1.860399933E2,2.450378574E-1,1.799999952E0,1.800000000E1,2.300000000E1
1.803558946E2,1.932459833E1,-9.917927667E1,2.273552373E3,2.265700000E3,1.045915604E0,1.859700012E2,2.461498066E-1,1.799999952E0,1.850000000E1,2.300000000E1
1.813558946E2,1.932458833E1,-9.917927667E1,2.273152395E3,2.265300000E3,1.076284170E0,1.863200073E2,2.473154687E-1,1.899999976E0,1.860000038E1,2.200000000E1
1.823558946E2,1.932457833E1,-9.917928000E1,2.272752425E3,2.264900000E3,1.023267746E0,1.942100067E2,2.482584518E-1,1.899999976E0,1.950000000E1,2.200000000E1
1.833558946E2,1.932457000E1,-9.917927833E1,2.272252440E3,2.264400000E3,1.041283011E0,1.843699951E2,2.495674607E-1,1.899999976E0,1.979999924E1,2.200000000E1
1.843558946E2,1.932455833E1,-9.917927667E1,2.271952463E3,2.264100000E3,1.087608099E0,1.810399933E2,2.503871326E-1,1.899999976E0,1.970000076E1,2.300000000E1
1.853558946E2,1.932455167E1,-9.917927333E1,2.271652472E3,2.263800000E3,1.047459722E0,1.492200012E2,2.507829637E-1,1.899999976E0,2.010000038E1,2.300000000E1
1.863558946E2,1.932455000E1,-9.917927000E1,2.270952469E3,2.263100000E3,1.011943936E0,1.568999939E2,2.513657948E-1,1.899999976E0,1.900000000E1,2.400000000E1
1.873558946E2,1.932454500E1,-9.917926833E1,2.270752477E3,2.262900000E3,9.898108244E-1,1.644600067E2,2.521274438E-1,1.899999976E0,1.960000038E1,2.400000000E1
1.883558946E2,1.932453833E1,-9.917926667E1,2.270752489E3,2.262900000E3,9.764280319E-1,1.684700012E2,2.528918822E-1,1.899999976E0,1.810000038E1,2.300000000E1
1.893558946E2,1.932453333E1,-9.917926167E1,2.270752490E3,2.262900000E3,9.203233123E-1,1.581499939E2,2.536563207E-1,1.899999976E0,1.820000076E1,2.200000000E1
1.903558946E2,1.932452833E1,-9.917926667E1,2.269952511E3,2.262100000E3,8.724541664E-1,1.742599945E2,2.545498843E-1,1.899999976E0,1.810000038E1,2.300000000E1
1.913558946E2,1.932452333E1,-9.917926000E1,2.269752510E3,2.261900000E3,8.302469254E-1,1.555899963E2,2.558346248E-1,1.899999976E0,1.770000076E1,2.300000000E1
1.923558946E2,1.932451667E1,-9.917925000E1,2.269552505E3,2.261700000E3,8.328205347E-1,1.445200043E2,2.566542967E-1,1.799999952E0,1.700000000E1,2.300000000E1
1.933558946E2,1.932451000E1,-9.917924667E1,2.269352513E3,2.261500000E3,8.117169738E-1,1.426600037E2,2.578417905E-1,1.799999952E0,1.679999924E1,2.200000000E1
1.943558946E2,1.932450500E1,-9.917923667E1,2.269252505E3,2.261400000E3,7.504649758E-1,1.230400009E2,2.590659755E-1,1.899999976E0,1.739999962E1,2.300000000E1
1.953558946E2,1.932450500E1,-9.917922500E1,2.269552482E3,2.261700000E3,7.617889047E-1,1.172799988E2,2.600157060E-1,1.899999976E0,1.350000000E1,2.200000000E1
1.963558946E2,1.932450167E1,-9.917921667E1,2.270452473E3,2.262600000E3,7.623035908E-1,1.196999969E2,2.610812476E-1,1.899999976E0,1.289999962E1,2.100000000E1
1.973558946E2,1.932450000E1,-9.917920667E1,2.271252457E3,2.263400000E3,7.695097327E-1,1.056200027E2,2.619750888E-1,1.899999976E0,1.269999981E1,2.100000000E1
1.983558946E2,1.932449833E1,-9.917919833E1,2.271352444E3,2.263500000E3,7.638477683E-1,8.701999664E1,2.630243904E-1,1.899999976E0,1.310000038E1,2.100000000E1
1.993558946E2,1.932449833E1,-9.917918833E1,2.271552424E3,2.263700000E3,7.839219570E-1,1.029000015E2,2.636667607E-1,1.899999976E0,1.450000000E1,2.200000000E1
2.003558946E2,1.932450167E1,-9.917918333E1,2.271352407E3,2.263500000E3,7.592152953E-1,7.516999817E1,2.652500857E-1,1.899999976E0,1.500000000E1,2.100000000E1
2.013558946E2,1.932450833E1,-9.917917000E1,2.271252365E3,2.263400000E3,7.628183365E-1,5.913999939E1,2.664375795E-1,1.799999952E0,1.560000038E1,2.200000000E1
2.023558946E2,1.932451333E1,-9.917916000E1,2.271452334E3,2.263600000E3,7.561269403E-1,5.500000000E1,2.681962073E-1,1.799999952E0,1.620000076E1,2.100000000E1
2.033558946E2,1.932451500E1,-9.917914333E1,2.272152297E3,2.264300000E3,8.220114112E-1,6.109999847E1,2.699548351E-1,1.799999952E0,1.660000038E1,2.100000000E1
2.043558946E2,1.932451667E1,-9.917912667E1,2.272252261E3,2.264400000E3,8.328205347E-1,8.677999878E1,2.715396602E-1,1.799999952E0,1.569999981E1,2.200000000E1
2.053558946E2,1.932451500E1,-9.917911167E1,2.272752235E3,2.264900000E3,8.729689121E-1,8.244999695E1,2.729509497E-1,1.799999952E0,1.550000000E1,2.400000000E1
2.063558946E2,1.932451333E1,-9.917909833E1,2.273852212E3,2.266000000E3,8.626744151E-1,9.838999939E1,2.735933200E-1,1.799999952E0,1.260000038E1,2.500000000E1
2.073558946E2,1.932451000E1,-9.917909333E1,2.274252210E3,2.266400000E3,8.374530673E-1,9.711000061E1,2.741497405E-1,1.799999952E0,1.319999981E1,2.500000000E1
2.083558946E2,1.932451167E1,-9.917908833E1,2.274752196E3,2.266900000E3,8.039960861E-1,8.275000000E1,2.744045533E-1,1.700000048E0,1.339999962E1,2.500000000E1
2.093558946E2,1.932451333E1,-9.917909000E1,2.275152196E3,2.267300000E3,7.468619347E-1,2.857999992E1,2.747543204E-1,1.600000024E0,1.310000038E1,2.500000000E1
2.103558946E2,1.932451333E1,-9.917909333E1,2.275352202E3,2.267500000E3,7.072283626E-1,3.121999931E1,2.751501517E-1,1.600000024E0,1.310000038E1,2.500000000E1
2.113558946E2,1.932451167E1,-9.917909667E1,2.275352213E3,2.267500000E3,6.392850280E-1,2.657900085E2,2.760437154E-1,1.600000024E0,1.289999962E1,2.400000000E1
2.123558946E2,1.932450667E1,-9.917910333E1,2.275552237E3,2.267700000E3,5.898716450E-1,2.087700043E2,2.771900712E-1,1.600000024E0,1.260000038E1,2.500000000E1
2.133558946E2,1.932450000E1,-9.917911167E1,2.275652269E3,2.267800000E3,4.864124954E-1,2.110500031E2,2.779817337E-1,1.600000024E0,1.319999981E1,2.500000000E1
2.143558946E2,1.932449667E1,-9.917911833E1,2.275752289E3,2.267900000E3,4.508966804E-1,2.363999939E2,2.790179357E-1,1.700000048E0,1.330000019E1,2.300000000E1
2.153558946E2,1.932449167E1,-9.917912667E1,2.276052317E3,2.268200000E3,3.953066766E-1,2.576199951E2,2.799117769E-1,1.700000048E0,1.219999981E1,2.300000000E1
2.163558946E2,1.932449000E1,-9.917913500E1,2.276352337E3,2.268500000E3,3.953066766E-1,2.921199951E2,2.808056181E-1,1.700000048E0,1.210000038E1,2.300000000E1
2.173558946E2,1.932448833E1,-9.917914333E1,2.276552358E3,2.268700000E3,4.086894393E-1,2.971499939E2,2.813620386E-1,1.700000048E0,1.250000000E1,2.400000000E1
2.183558946E2,1.932449000E1,-9.917914833E1,2.276352364E3,2.268500000E3,0.000000000E0,2.755799866E2,2.817326884E-1,1.700000048E0,1.310000038E1,2.500000000E1
2.193558946E2,1.932449333E1,-9.917914833E1,2.276452356E3,2.268600000E3,0.000000000E0,2.715599976E2,2.821285196E-1,1.700000048E0,1.219999981E1,2.500000000E1
2.203558946E2,1.932449167E1,-9.917915167E1,2.276452367E3,2.268600000E3,0.000000000E0,2.581900024E2,2.824782868E-1,1.700000048E0,1.239999962E1,2.500000000E1
2.213558946E2,1.932449167E1,-9.917915500E1,2.276552373E3,2.268700000E3,4.231016636E-1,1.906199951E2,2.830029376E-1,1.600000024E0,1.269999981E1,2.500000000E1
2.223558946E2,1.932449167E1,-9.917916000E1,2.276852383E3,2.269000000E3,4.081747234E-1,3.587999878E2,2.835275884E-1,1.700000048E0,1.219999981E1,2.500000000E1
2.233558946E2,1.932449167E1,-9.917916500E1,2.277352393E3,2.269500000E3,0.000000000E0,2.996000061E2,2.838773556E-1,1.700000048E0,1.150000000E1,2.400000000E1
2.243558946E2,1.932449167E1,-9.917916833E1,2.277652400E3,2.269800000E3,0.000000000E0,3.447300110E2,2.846690182E-1,1.700000048E0,1.160000038E1,2.400000000E1
2.253558946E2,1.932449500E1,-9.917917500E1,2.277952405E3,2.270100000E3,0.000000000E0,5.320000172E0,2.846690182E-1,1.799999952E0,1.169999981E1,2.400000000E1
2.263558946E2,1.932449500E1,-9.917917500E1,2.277952405E3,2.270100000E3,0.000000000E0,5.320000172E0,2.846690182E-1,1.799999952E0,1.100000000E1,2.500000000E1
2.273558946E2,1.932449500E1,-9.917917500E1,2.277952405E3,2.270100000E3,0.000000000E0,5.320000172E0,2.855956426E-1,1.799999952E0,1.080000019E1,2.500000000E1
2.283558946E2,1.932450333E1,-9.917917500E1,2.278052386E3,2.270200000E3,3.242749870E-1,9.620999908E1,2.861052682E-1,1.799999952E0,1.139999962E1,2.400000000E1
2.293558946E2,1.932450667E1,-9.917917833E1,2.278352386E3,2.270500000E3,0.000000000E0,9.533999634E1,2.862801518E-1,1.799999952E0,1.150000000E1,2.300000000E1
2.303558946E2,1.932450667E1,-9.917917667E1,2.278252382E3,2.270400000E3,0.000000000E0,1.089899979E2,2.871883276E-1,1.799999952E0,1.089999962E1,2.100000000E1
2.313558946E2,1.932450000E1,-9.917917167E1,2.278352387E3,2.270500000E3,0.000000000E0,1.234300003E2,2.877447481E-1,1.799999952E0,1.100000000E1,2.100000000E1
2.323558946E2,1.932449833E1,-9.917916667E1,2.277952381E3,2.270100000E3,4.411169589E-1,1.222200012E2,2.886385893E-1,1.799999952E0,1.100000000E1,2.100000000E1
2.333558946E2,1.932449667E1,-9.917915833E1,2.277752369E3,2.269900000E3,4.869272113E-1,9.751999664E1,2.891482150E-1,1.799999952E0,1.139999962E1,2.000000000E1
2.343558946E2,1.932449333E1,-9.917915500E1,2.277552370E3,2.269700000E3,4.910449982E-1,8.738999939E1,2.899398775E-1,1.899999976E0,1.200000000E1,1.800000000E1
2.353558946E2,1.932449000E1,-9.917914833E1,2.277352364E3,2.269500000E3,4.987658262E-1,1.226399994E2,2.910054192E-1,1.899999976E0,1.239999962E1,1.800000000E1
2.363558946E2,1.932449167E1,-9.917913833E1,2.277452340E3,2.269600000E3,5.090602636E-1,9.209999847E1,2.924044880E-1,1.799999952E0,1.250000000E1,1.900000000E1
2.373558946E2,1.932449167E1,-9.917912500E1,2.277452314E3,2.269600000E3,5.461202860E-1,7.030999756E1,2.936426215E-1,1.799999952E0,1.239999962E1,1.900000000E1
2.383558946E2,1.932449333E1,-9.917911333E1,2.277552287E3,2.269700000E3,6.361966729E-1,7.962000275E1,2.952165739E-1,1.700000048E0,1.269999981E1,2.200000000E1
2.393558946E2,1.932449333E1,-9.917909833E1,2.277352257E3,2.269500000E3,7.710539103E-1,8.831999969E1,2.959161083E-1,1.700000048E0,1.339999962E1,2.100000000E1
2.403558946E2,1.932449333E1,-9.917909167E1,2.277152244E3,2.269300000E3,8.225260973E-1,1.200500031E2,2.971036021E-1,1.700000048E0,1.280000019E1,2.200000000E1
2.413558946E2,1.932448833E1,-9.917908167E1,2.277352236E3,2.269500000E3,8.436297178E-1,1.093799973E2,2.978952647E-1,1.799999952E0,1.130000019E1,2.200000000E1
2.423558946E2,1.932448500E1,-9.917907500E1,2.277552230E3,2.269700000E3,8.173788786E-1,1.511300049E2,2.983051006E-1,1.799999952E0,1.110000038E1,2.300000000E1
2.433558946E2,1.932448167E1,-9.917907333E1,2.277252234E3,2.269400000E3,7.828925252E-1,2.031600037E2,2.989619453E-1,1.899999976E0,1.130000019E1,2.300000000E1
2.443558946E2,1.932447667E1,-9.917907000E1,2.277452239E3,2.269600000E3,7.906133533E-1,1.700700073E2,2.997263838E-1,1.799999952E0,1.169999981E1,2.300000000E1
2.453558946E2,1.932447167E1,-9.917906500E1,2.277652240E3,2.269800000E3,7.993636131E-1,1.725099945E2,3.003832285E-1,1.799999952E0,1.200000000E1,2.300000000E1
2.463558946E2,1.932446667E1,-9.917906167E1,2.277652245E3,2.269800000E3,8.003930449E-1,1.648600006E2,3.009392031E-1,1.799999952E0,1.239999962E1,2.300000000E1
2.473558946E2,1.932446167E1,-9.917906167E1,2.277352256E3,2.269500000E3,7.664213777E-1,1.696799927E2,3.019296424E-1,1.899999976E0,1.289999962E1,2.400000000E1
2.483558946E2,1.932445333E1,-9.917905833E1,2.277352269E3,2.269500000E3,6.876688600E-1,1.662799988E2,3.026709419E-1,1.799999952E0,1.310000038E1,2.300000000E1
2.493558946E2,1.932444667E1,-9.917905833E1,2.277652284E3,2.269800000E3,5.872980356E-1,1.607899933E2,3.031955928E-1,1.899999976E0,1.260000038E1,2.300000000E1
2.503558946E2,1.932444667E1,-9.917905333E1,2.277652274E3,2.269800000E3,5.836949944E-1,1.425299988E2,3.039572419E-1,1.899999976E0,1.269999981E1,2.400000000E1
2.513558946E2,1.932444000E1,-9.917905500E1,2.277552292E3,2.269700000E3,5.713416934E-1,1.528200073E2,3.046985414E-1,2.000000000E0,1.250000000E1,2.400000000E1
2.523558946E2,1.932443333E1,-9.917905500E1,2.277752307E3,2.269900000E3,5.785477757E-1,1.533800049E2,3.057347436E-1,1.899999976E0,1.260000038E1,2.400000000E1
2.533558946E2,1.932442833E1,-9.917906333E1,2.278152335E3,2.270300000E3,5.945041776E-1,1.817599945E2,3.072086056E-1,1.899999976E0,1.310000038E1,2.500000000E1
2.543558946E2,1.932441667E1,-9.917907000E1,2.278552375E3,2.270700000E3,6.171519160E-1,1.790599976E2,3.085522042E-1,1.899999976E0,1.310000038E1,2.500000000E1
2.553558946E2,1.932440500E1,-9.917907333E1,2.278852408E3,2.271000000E3,6.459763646E-1,1.835700073E2,3.098958029E-1,1.899999976E0,1.330000019E1,2.400000000E1
2.563558946E2,1.932439333E1,-9.917907000E1,2.279352427E3,2.271500000E3,6.804627776E-1,1.778200073E2,3.117817690E-1,2.000000000E0,1.350000000E1,2.400000000E1
2.573558946E2,1.932437667E1,-9.917906667E1,2.279452459E3,2.271600000E3,7.303908467E-1,1.790800018E2,3.133050672E-1,2.000000000E0,1.280000019E1,2.400000000E1
2.583558946E2,1.932436333E1,-9.917907000E1,2.280352495E3,2.272500000E3,7.900986075E-1,1.693300018E2,3.147876662E-1,2.000000000E0,1.260000038E1,2.300000000E1
2.593558946E2,1.932435000E1,-9.917907000E1,2.281352526E3,2.273500000E3,7.828925252E-1,1.361999969E2,3.159533284E-1,2.000000000E0,1.150000000E1,2.300000000E1
2.603558946E2,1.932434000E1,-9.917906667E1,2.282352542E3,2.274500000E3,7.782599926E-1,1.732599945E2,3.170652777E-1,2.000000000E0,1.169999981E1,2.300000000E1
2.613558946E2,1.932433000E1,-9.917906667E1,2.283352564E3,2.275500000E3,7.942163944E-1,1.691499939E2,3.187332016E-1,2.000000000E0,1.130000019E1,2.200000000E1
2.623558946E2,1.932431500E1,-9.917906667E1,2.284652598E3,2.276800000E3,8.009077907E-1,1.946699982E2,3.193160327E-1,2.000000000E0,1.160000038E1,2.200000000E1
2.633558946E2,1.932431000E1,-9.917906500E1,2.285452606E3,2.277600000E3,7.689949870E-1,1.834499969E2,3.206133069E-1,1.899999976E0,1.180000019E1,2.300000000E1
2.643558946E2,1.932429833E1,-9.917906500E1,2.286052633E3,2.278200000E3,7.623035908E-1,1.748899994E2,3.219223159E-1,1.899999976E0,1.180000019E1,2.300000000E1
2.653558946E2,1.932428667E1,-9.917906333E1,2.286352656E3,2.278500000E3,7.689949870E-1,1.679799957E2,3.230686726E-1,1.799999952E0,1.119999981E1,2.400000000E1
2.663558946E2,1.932428000E1,-9.917905500E1,2.286652654E3,2.278800000E3,7.875249982E-1,1.521100006E2,3.247224756E-1,1.799999952E0,1.089999962E1,2.400000000E1
2.673558946E2,1.932427000E1,-9.917904333E1,2.286952654E3,2.279100000E3,8.214966655E-1,1.360000000E2,3.263058024E-1,1.799999952E0,1.130000019E1,2.300000000E1
2.683558946E2,1.932426333E1,-9.917903000E1,2.287352642E3,2.279500000E3,8.271586299E-1,1.397500000E2,3.280644328E-1,1.799999952E0,1.180000019E1,2.400000000E1
2.693558946E2,1.932426167E1,-9.917901333E1,2.287252613E3,2.279400000E3,8.837780356E-1,1.368300018E2,3.291772752E-1,1.799999952E0,1.110000038E1,2.400000000E1
2.703558946E2,1.932425833E1,-9.917900333E1,2.287552601E3,2.279700000E3,9.182644486E-1,1.322899933E2,3.301965272E-1,1.799999952E0,1.119999981E1,2.400000000E1
2.713558946E2,1.932425167E1,-9.917899667E1,2.287652603E3,2.279800000E3,9.589275122E-1,1.402299957E2,3.317798542E-1,1.799999952E0,1.150000000E1,2.400000000E1
2.723558946E2,1.932424500E1,-9.917898333E1,2.287752592E3,2.279900000E3,1.018635273E0,1.507400055E2,3.328926966E-1,1.700000048E0,1.150000000E1,2.500000000E1
2.733558946E2,1.932424167E1,-9.917897333E1,2.287752579E3,2.279900000E3,1.076798916E0,1.398899994E2,3.342372195E-1,1.700000048E0,1.160000038E1,2.500000000E1
2.743558946E2,1.932423667E1,-9.917896167E1,2.287752567E3,2.279900000E3,1.135477185E0,1.492400055E2,3.352564716E-1,1.700000048E0,1.200000000E1,2.500000000E1
2.753558946E2,1.932423000E1,-9.917895500E1,2.287552569E3,2.279700000E3,1.144227505E0,1.635399933E2,3.362469110E-1,1.799999952E0,1.239999962E1,2.500000000E1
2.763558946E2,1.932422167E1,-9.917895833E1,2.287052595E3,2.279200000E3,1.128785849E0,2.175399933E2,3.372661632E-1,1.799999952E0,1.289999962E1,2.500000000E1
2.773558946E2,1.932421500E1,-9.917896500E1,2.286452623E3,2.278600000E3,1.055180550E0,2.006699982E2,3.384956714E-1,1.700000048E0,1.300000000E1,2.500000000E1
2.783558946E2,1.932420500E1,-9.917897000E1,2.285852656E3,2.278000000E3,1.035106421E0,2.124700012E2,3.398950212E-1,1.799999952E0,1.180000019E1,2.400000000E1
2.793558946E2,1.932419333E1,-9.917897500E1,2.285552692E3,2.277700000E3,1.013488054E0,2.128600006E2,3.417037003E-1,1.799999952E0,1.150000000E1,2.400000000E1
2.803558946E2,1.932417833E1,-9.917898167E1,2.285252739E3,2.277400000E3,1.054151058E0,2.169400024E2,3.435896665E-1,1.899999976E0,1.180000019E1,2.400000000E1
2.813558946E2,1.932416167E1,-9.917898500E1,2.284452783E3,2.276600000E3,1.063930869E0,2.139600067E2,3.450722656E-1,1.899999976E0,1.150000000E1,2.500000000E1
2.823558946E2,1.932414833E1,-9.917898500E1,2.284052814E3,2.276200000E3,1.051062822E0,2.062599945E2,3.465651434E-1,1.899999976E0,1.160000038E1,2.500000000E1
2.833558946E2,1.932413500E1,-9.917898333E1,2.283552840E3,2.275700000E3,9.898108244E-1,2.099499969E2,3.471211180E-1,1.899999976E0,1.180000019E1,2.500000000E1
2.843558946E2,1.932413000E1,-9.917898333E1,2.283252852E3,2.275400000E3,8.925283551E-1,2.385000000E2,3.475309542E-1,1.899999976E0,1.210000038E1,2.200000000E1
2.853558946E2,1.932412667E1,-9.917898167E1,2.283052856E3,2.275200000E3,8.456885815E-1,2.992099915E2,3.477857673E-1,1.899999976E0,1.200000000E1,2.100000000E1
2.863558946E2,1.932412833E1,-9.917898000E1,2.283252849E3,2.275400000E3,9.218674898E-1,4.311000061E1,3.483104192E-1,2.000000000E0,1.219999981E1,2.200000000E1
2.873558946E2,1.932412833E1,-9.917897500E1,2.283152839E3,2.275300000E3,8.914988637E-1,1.928000069E1,3.487202553E-1,2.099999905E0,1.219999981E1,2.200000000E1
2.883558946E2,1.932413167E1,-9.917897333E1,2.283652828E3,2.275800000E3,9.089994431E-1,5.061999893E1,3.492449073E-1,2.099999905E0,1.239999962E1,2.300000000E1
2.893558946E2,1.932413167E1,-9.917896833E1,2.283652818E3,2.275800000E3,8.873811364E-1,2.112000084E1,3.495946753E-1,2.099999905E0,1.289999962E1,2.400000000E1
2.903558946E2,1.932413167E1,-9.917897167E1,2.284052825E3,2.276200000E3,7.406852841E-1,1.102000046E1,3.504882402E-1,2.099999905E0,1.330000019E1,2.500000000E1
2.913558946E2,1.932412667E1,-9.917897833E1,2.284152849E3,2.276300000E3,6.392850280E-1,2.399299927E2,3.513818052E-1,2.099999905E0,1.389999962E1,2.500000000E1
2.923558946E2,1.932412167E1,-9.917898500E1,2.284452874E3,2.276600000E3,5.667091608E-1,2.364900055E2,3.522014774E-1,2.200000048E0,1.460000038E1,2.400000000E1
2.933558946E2,1.932411500E1,-9.917898833E1,2.284652896E3,2.276800000E3,0.000000000E0,2.364900055E2,3.535104864E-1,2.299999952E0,1.539999962E1,2.300000000E1
2.943558946E2,1.932410333E1,-9.917898667E1,2.284752919E3,2.276900000E3,6.156077981E-1,1.797500000E2,3.557412507E-1,2.599999905E0,1.580000019E1,2.300000000E1
2.953558946E2,1.932408333E1,-9.917898833E1,2.284852967E3,2.277000000E3,0.000000000E0,1.797500000E2,3.587116015E-1,2.500000000E0,1.310000038E1,2.200000000E1
2.963558946E2,1.932405667E1,-9.917898667E1,2.284853024E3,2.277000000E3,5.867833495E-1,1.935399933E2,3.604600951E-1,2.500000000E0,1.289999962E1,2.200000000E1
2.973558946E2,1.932404167E1,-9.917899167E1,2.284553068E3,2.276700000E3,0.000000000E0,1.935399933E2,3.623433320E-1,2.500000000E0,1.310000038E1,2.400000000E1
2.983558946E2,1.932402667E1,-9.917900000E1,2.284553118E3,2.276700000E3,0.000000000E0,1.935399933E2,3.647588945E-1,2.500000000E0,1.339999962E1,2.300000000E1
2.993558946E2,1.932400500E1,-9.917899833E1,2.284453164E3,2.276600000E3,0.000000000E0,1.935399933E2,3.675606854E-1,2.500000000E0,1.360000038E1,2.300000000E1
3.003558946E2,1.932398000E1,-9.917900167E1,2.284453227E3,2.276600000E3,6.753155589E-1,2.012799988E2,3.701787035E-1,2.500000000E0,1.410000038E1,2.400000000E1
3.013558946E2,1.932395667E1,-9.917900500E1,2.284153287E3,2.276300000E3,7.309055328E-1,1.964700012E2,3.719271973E-1,2.500000000E0,1.419999981E1,2.400000000E1
