"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.563558946E2,1.932370667E1,-9.917900000E1,2.304153842E3,2.296300000E3,0.000000000E0,1.518000031E2,4.829212992E-1,2.799999952E0,1.889999962E1,1.800000000E1
4.573558946E2,1.932369500E1,-9.917900833E1,2.304553885E3,2.296700000E3,0.000000000E0,1.518000031E2,4.847049932E-1,2.799999952E0,1.920000076E1,1.600000000E1
4.583558946E2,1.932368333E1,-9.917902000E1,2.304653935E3,2.296800000E3,0.000000000E0,1.518000031E2,4.862282917E-1,2.900000095E0,1.889999962E1,1.700000000E1
4.593558946E2,1.932367000E1,-9.917902333E1,2.304353972E3,2.296500000E3,0.000000000E0,1.518000031E2,4.873411376E-1,2.900000095E0,1.879999924E1,1.700000000E1
4.603558946E2,1.932366667E1,-9.917903333E1,2.304653999E3,2.296800000E3,0.000000000E0,1.518000031E2,4.897895203E-1,3.000000000E0,1.879999924E1,1.400000000E1
4.613558946E2,1.932366667E1,-9.917905667E1,2.304654045E3,2.296800000E3,0.000000000E0,1.518000031E2,4.929561830E-1,2.900000095E0,1.900000000E1,1.500000000E1
4.623558946E2,1.932365333E1,-9.917908333E1,2.304754128E3,2.296900000E3,0.000000000E0,1.518000031E2,4.939923888E-1,2.900000095E0,1.910000038E1,1.400000000E1
4.633558946E2,1.932364833E1,-9.917909167E1,2.304654156E3,2.296800000E3,0.000000000E0,1.518000031E2,4.953060800E-1,3.000000000E0,1.960000038E1,1.400000000E1
4.643558946E2,1.932363833E1,-9.917909833E1,2.304754192E3,2.296900000E3,0.000000000E0,1.518000031E2,4.972331979E-1,3.000000000E0,2.029999924E1,1.300000000E1
4.653558946E2,1.932362833E1,-9.917911333E1,2.304954244E3,2.297100000E3,0.000000000E0,1.518000031E2,5.001597067E-1,3.000000000E0,2.100000000E1,1.500000000E1
4.663558946E2,1.932361667E1,-9.917913833E1,2.305054320E3,2.297200000E3,0.000000000E0,1.518000031E2,5.023853993E-1,3.000000000E0,1.810000038E1,1.500000000E1
4.673558946E2,1.932361000E1,-9.917915833E1,2.305054375E3,2.297200000E3,0.000000000E0,1.518000031E2,5.044470156E-1,3.000000000E0,1.879999924E1,1.300000000E1
4.683558946E2,1.932360333E1,-9.917917667E1,2.305154426E3,2.297300000E3,0.000000000E0,1.518000031E2,5.059758966E-1,3.000000000E0,1.960000038E1,1.300000000E1
4.693558946E2,1.932359333E1,-9.917918667E1,2.305054469E3,2.297200000E3,5.553852916E-1,1.633800049E2,5.093193117E-1,3.000000000E0,1.800000000E1,1.700000000E1
4.703558946E2,1.932359000E1,-9.917921833E1,2.305854539E3,2.298000000E3,4.647941589E-1,1.695399933E2,5.155731904E-1,2.799999952E0,1.510000038E1,1.700000000E1
4.713558946E2,1.932356833E1,-9.917927333E1,2.305554697E3,2.297700000E3,4.478083253E-1,2.160399933E2,5.165229254E-1,2.500000000E0,1.530000019E1,1.700000000E1
4.723558946E2,1.932356500E1,-9.917928167E1,2.305654721E3,2.297800000E3,4.565586150E-1,9.933000183E1,5.186781833E-1,2.599999905E0,1.710000038E1,1.800000000E1
4.733558946E2,1.932354667E1,-9.917928833E1,2.304354775E3,2.296500000E3,5.147222281E-1,1.873600006E2,5.190740164E-1,2.400000095E0,1.569999981E1,1.900000000E1
4.743558946E2,1.932354500E1,-9.917929167E1,2.300754786E3,2.292900000E3,5.816361308E-1,1.915399933E2,5.198936891E-1,2.299999952E0,1.519999981E1,2.000000000E1
4.753558946E2,1.932355167E1,-9.917929500E1,2.295654777E3,2.287800000E3,5.646502972E-1,1.790500031E2,5.209129433E-1,2.200000048E0,1.510000038E1,2.000000000E1
4.763558946E2,1.932354500E1,-9.917928833E1,2.294154779E3,2.286300000E3,5.533263683E-1,9.506999969E1,5.220739716E-1,2.099999905E0,1.419999981E1,2.000000000E1
4.773558946E2,1.932353667E1,-9.917928167E1,2.293154785E3,2.285300000E3,4.756033421E-1,1.753600006E2,5.231232793E-1,2.000000000E0,1.430000019E1,2.000000000E1
4.783558946E2,1.932353667E1,-9.917927167E1,2.291554765E3,2.283700000E3,4.797210991E-1,1.019400024E2,5.235191124E-1,1.899999976E0,1.380000019E1,1.900000000E1
4.793558946E2,1.932353500E1,-9.917926833E1,2.290054762E3,2.282200000E3,5.358258486E-1,2.385700073E2,5.241019438E-1,1.799999952E0,1.330000019E1,1.900000000E1
4.803558946E2,1.932353000E1,-9.917927000E1,2.288554777E3,2.280700000E3,5.857539177E-1,1.678300018E2,5.252275617E-1,1.799999952E0,1.389999962E1,2.000000000E1
4.813558946E2,1.932352000E1,-9.917927167E1,2.287354803E3,2.279500000E3,6.042838693E-1,2.029900055E2,5.268015235E-1,1.799999952E0,1.380000019E1,2.000000000E1
4.823558946E2,1.932352000E1,-9.917928667E1,2.284454832E3,2.276600000E3,6.006808281E-1,2.245000000E2,5.278207777E-1,1.799999952E0,1.400000000E1,2.000000000E1
4.833558946E2,1.932351333E1,-9.917929333E1,2.283254861E3,2.275400000E3,6.161224842E-1,2.051100006E2,5.288700856E-1,1.799999952E0,1.489999962E1,2.100000000E1
4.843558946E2,1.932351333E1,-9.917930333E1,2.280954881E3,2.273100000E3,6.186960936E-1,1.979700012E2,5.297967099E-1,1.799999952E0,1.519999981E1,2.100000000E1
4.853558946E2,1.932350500E1,-9.917930333E1,2.279954899E3,2.272100000E3,6.984780431E-1,1.761399994E2,5.314737773E-1,1.700000048E0,1.610000038E1,2.100000000E1
4.863558946E2,1.932349000E1,-9.917930500E1,2.279254937E3,2.271400000E3,7.746569514E-1,1.727599945E2,5.328731278E-1,1.799999952E0,1.569999981E1,2.100000000E1
4.873558946E2,1.932347833E1,-9.917930000E1,2.278354953E3,2.270500000E3,9.141466618E-1,1.643300018E2,5.346568229E-1,1.700000048E0,1.419999981E1,2.100000000E1
4.883558946E2,1.932346667E1,-9.917928833E1,2.277954956E3,2.270100000E3,9.954727888E-1,1.397400055E2,5.356065585E-1,1.700000048E0,1.339999962E1,2.100000000E1
4.893558946E2,1.932346333E1,-9.917928000E1,2.277754947E3,2.269900000E3,9.836341739E-1,1.252200012E2,5.364809820E-1,1.700000048E0,1.310000038E1,2.100000000E1
4.903558946E2,1.932346333E1,-9.917927167E1,2.277354931E3,2.269500000E3,9.609863758E-1,9.637999725E1,5.378922804E-1,1.700000048E0,1.300000000E1,2.100000000E1
4.913558946E2,1.932346500E1,-9.917925833E1,2.277454901E3,2.269600000E3,9.429711103E-1,8.705999756E1,5.391663484E-1,1.700000048E0,1.330000019E1,2.100000000E1
4.923558946E2,1.932347333E1,-9.917925000E1,2.276954865E3,2.269100000E3,9.455447197E-1,6.183000183E1,5.406592263E-1,1.700000048E0,1.319999981E1,2.100000000E1
4.933558946E2,1.932348667E1,-9.917925167E1,2.275054839E3,2.267200000E3,9.048816562E-1,5.240999985E1,5.410298761E-1,1.700000048E0,1.330000019E1,2.100000000E1
4.943558946E2,1.932349000E1,-9.917925167E1,2.273854831E3,2.266000000E3,8.420855403E-1,3.068099976E2,5.415862996E-1,1.799999952E0,1.310000038E1,2.100000000E1
4.953558946E2,1.932349167E1,-9.917924667E1,2.273354817E3,2.265500000E3,7.509797215E-1,1.851900024E2,5.426356076E-1,1.899999976E0,1.369999981E1,2.100000000E1
4.963558946E2,1.932349167E1,-9.917923667E1,2.273054798E3,2.265200000E3,6.382555366E-1,1.060199966E2,5.440501914E-1,1.899999976E0,1.389999962E1,2.000000000E1
4.973558946E2,1.932350167E1,-9.917922833E1,2.271954758E3,2.264100000E3,5.589883327E-1,8.440000153E1,5.453349374E-1,1.899999976E0,1.400000000E1,1.900000000E1
4.983558946E2,1.932350833E1,-9.917921833E1,2.271154724E3,2.263300000E3,5.255314112E-1,8.358000183E1,5.477516364E-1,1.899999976E0,1.430000019E1,2.000000000E1
4.993558946E2,1.932352333E1,-9.917920167E1,2.270254657E3,2.262400000E3,5.687680840E-1,6.561000061E1,5.491662201E-1,1.899999976E0,1.439999962E1,1.800000000E1
5.003558946E2,1.932353333E1,-9.917919333E1,2.269654617E3,2.261800000E3,6.259022355E-1,4.527999878E1,5.501566600E-1,2.000000000E0,1.500000000E1,1.900000000E1
5.013558946E2,1.932354167E1,-9.917919000E1,2.269654592E3,2.261800000E3,0.000000000E0,4.527999878E1,5.509763328E-1,2.099999905E0,1.610000038E1,1.900000000E1
5.023558946E2,1.932354833E1,-9.917918667E1,2.269654570E3,2.261800000E3,0.000000000E0,4.527999878E1,5.517960056E-1,2.200000048E0,1.720000076E1,1.900000000E1
5.033558946E2,1.932355500E1,-9.917918333E1,2.269554549E3,2.261700000E3,0.000000000E0,4.527999878E1,5.529616684E-1,2.400000095E0,1.860000038E1,2.000000000E1
5.043558946E2,1.932356500E1,-9.917918000E1,2.269454519E3,2.261600000E3,0.000000000E0,4.527999878E1,5.531469932E-1,2.599999905E0,2.000000000E1,2.000000000E1
5.053558946E2,1.932356667E1,-9.917918000E1,2.269354516E3,2.261500000E3,0.000000000E0,4.527999878E1,5.538038389E-1,2.700000048E0,2.139999962E1,2.000000000E1
5.063558946E2,1.932357167E1,-9.917918333E1,2.269154511E3,2.261300000E3,0.000000000E0,4.527999878E1,5.545033773E-1,2.799999952E0,2.260000038E1,1.900000000E1
5.073558946E2,1.932357167E1,-9.917919000E1,2.269054524E3,2.261200000E3,0.000000000E0,4.527999878E1,5.556644055E-1,2.900000095E0,2.379999924E1,1.800000000E1
5.083558946E2,1.932356333E1,-9.917919667E1,2.268954556E3,2.261100000E3,0.000000000E0,4.527999878E1,5.565388285E-1,2.900000095E0,2.470000076E1,1.900000000E1
5.093558946E2,1.932356333E1,-9.917920500E1,2.268954573E3,2.261100000E3,0.000000000E0,4.527999878E1,5.574885636E-1,2.900000095E0,2.529999924E1,1.800000000E1
5.103558946E2,1.932356667E1,-9.917921333E1,2.268954582E3,2.261100000E3,0.000000000E0,4.527999878E1,5.585078176E-1,3.000000000E0,2.589999962E1,1.800000000E1
5.113558946E2,1.932357333E1,-9.917922000E1,2.268954580E3,2.261100000E3,0.000000000E0,4.527999878E1,5.596334356E-1,3.000000000E0,2.620000076E1,1.600000000E1
5.123558946E2,1.932358333E1,-9.917922167E1,2.268854560E3,2.261000000E3,0.000000000E0,4.527999878E1,5.612167676E-1,3.000000000E0,2.600000000E1,1.600000000E1
5.133558946E2,1.932359000E1,-9.917923500E1,2.268754572E3,2.260900000E3,0.000000000E0,4.527999878E1,5.625257767E-1,3.000000000E0,2.620000076E1,1.500000000E1
5.143558946E2,1.932360167E1,-9.917923667E1,2.268654549E3,2.260800000E3,0.000000000E0,4.527999878E1,5.641942988E-1,3.000000000E0,2.610000038E1,1.700000000E1
5.153558946E2,1.932361333E1,-9.917922667E1,2.268554502E3,2.260700000E3,0.000000000E0,4.527999878E1,5.703098224E-1,3.000000000E0,2.550000000E1,1.700000000E1
5.163558946E2,1.932365333E1,-9.917918667E1,2.268054333E3,2.260200000E3,0.000000000E0,4.527999878E1,5.719636289E-1,2.900000095E0,2.620000076E1,1.800000000E1
5.173558946E2,1.932366333E1,-9.917917500E1,2.267754287E3,2.259900000E3,0.000000000E0,4.527999878E1,5.735484622E-1,2.900000095E0,2.610000038E1,1.800000000E1
5.183558946E2,1.932366500E1,-9.917916000E1,2.267754254E3,2.259900000E3,0.000000000E0,4.527999878E1,5.745977690E-1,2.900000095E0,2.429999924E1,1.800000000E1
5.193558946E2,1.932366500E1,-9.917915000E1,2.267554234E3,2.259700000E3,0.000000000E0,4.527999878E1,5.769198251E-1,2.900000095E0,2.379999924E1,1.800000000E1
5.203558946E2,1.932368167E1,-9.917913667E1,2.267654170E3,2.259800000E3,0.000000000E0,4.527999878E1,5.796222317E-1,2.799999952E0,2.239999962E1,1.900000000E1
5.213558946E2,1.932370333E1,-9.917912500E1,2.267354098E3,2.259500000E3,5.440613627E-1,1.695000076E1,5.834304778E-1,2.700000048E0,1.939999962E1,1.900000000E1
5.223558946E2,1.932373667E1,-9.917911667E1,2.267454006E3,2.259600000E3,4.786916673E-1,3.681999969E1,5.858592287E-1,2.599999905E0,1.900000000E1,2.000000000E1
5.233558946E2,1.932375000E1,-9.917909833E1,2.268553939E3,2.260700000E3,4.112630486E-1,1.415099945E2,5.870055876E-1,2.400000095E0,1.879999924E1,2.000000000E1
5.243558946E2,1.932375667E1,-9.917909000E1,2.269853908E3,2.262000000E3,0.000000000E0,1.198499985E2,5.887892813E-1,2.400000095E0,1.870000076E1,1.900000000E1
5.253558946E2,1.932376833E1,-9.917907833E1,2.271253858E3,2.263400000E3,0.000000000E0,9.531999969E1,5.901891657E-1,2.400000095E0,1.910000038E1,2.000000000E1
5.263558946E2,1.932377667E1,-9.917906833E1,2.273053819E3,2.265200000E3,0.000000000E0,1.634100037E2,5.901891657E-1,2.299999952E0,1.789999962E1,2.000000000E1
5.273558946E2,1.932377667E1,-9.917906833E1,2.273053819E3,2.265200000E3,0.000000000E0,1.634100037E2,5.933751275E-1,2.299999952E0,1.679999924E1,2.100000000E1
5.283558946E2,1.932379500E1,-9.917904500E1,2.275753732E3,2.267900000E3,4.148661196E-1,7.137000275E1,5.944879727E-1,2.299999952E0,1.670000076E1,2.000000000E1
5.293558946E2,1.932379833E1,-9.917903500E1,2.277053704E3,2.269200000E3,4.313372076E-1,9.033999634E1,5.952292722E-1,2.299999952E0,1.639999962E1,2.000000000E1
5.303558946E2,1.932380500E1,-9.917903500E1,2.277553689E3,2.269700000E3,4.390580654E-1,3.161400146E2,5.956391084E-1,2.299999952E0,1.710000038E1,2.100000000E1
5.313558946E2,1.932380833E1,-9.917903667E1,2.277753685E3,2.269900000E3,4.689119458E-1,1.068199997E2,5.964007576E-1,2.299999952E0,1.670000076E1,2.200000000E1
5.323558946E2,1.932381500E1,-9.917903833E1,2.278953673E3,2.271100000E3,5.064866543E-1,1.379400024E2,5.970576031E-1,2.299999952E0,1.500000000E1,2.200000000E1
5.333558946E2,1.932382000E1,-9.917904167E1,2.279953669E3,2.272100000E3,5.219283104E-1,1.467700043E2,5.976404343E-1,2.299999952E0,1.539999962E1,2.100000000E1
5.343558946E2,1.932382500E1,-9.917904333E1,2.281053661E3,2.273200000E3,5.620766878E-1,1.652799988E2,5.988014620E-1,2.400000095E0,1.569999981E1,2.100000000E1
5.353558946E2,1.932383333E1,-9.917903667E1,2.282153628E3,2.274300000E3,5.456055403E-1,1.264000015E2,5.996950279E-1,2.299999952E0,1.560000038E1,2.100000000E1
5.363558946E2,1.932383833E1,-9.917903000E1,2.283753604E3,2.275900000E3,5.692827702E-1,7.845999908E1,6.005885938E-1,2.299999952E0,1.550000000E1,2.100000000E1
5.373558946E2,1.932384333E1,-9.917902333E1,2.285253579E3,2.277400000E3,5.394288898E-1,1.001900024E2,6.012309659E-1,2.299999952E0,1.589999962E1,2.100000000E1
5.383558946E2,1.932384667E1,-9.917901833E1,2.286353562E3,2.278500000E3,5.008247495E-1,1.031399994E2,6.020506384E-1,2.299999952E0,1.660000038E1,2.100000000E1
5.393558946E2,1.932385333E1,-9.917901500E1,2.287553540E3,2.279700000E3,5.028836131E-1,5.429999924E1,6.023054517E-1,2.200000048E0,1.629999924E1,2.200000000E1
5.403558946E2,1.932385500E1,-9.917901333E1,2.288653533E3,2.280800000E3,5.059719682E-1,4.125999832E1,6.024907766E-1,2.299999952E0,1.660000038E1,2.200000000E1
5.413558946E2,1.932385667E1,-9.917901333E1,2.290053530E3,2.282200000E3,4.910449982E-1,2.561000061E1,6.026761015E-1,2.400000095E0,1.729999924E1,2.200000000E1
5.423558946E2,1.932385500E1,-9.917901333E1,2.291653533E3,2.283800000E3,4.457494318E-1,2.394799957E2,6.031857281E-1,2.299999952E0,1.650000000E1,2.200000000E1
5.433558946E2,1.932385167E1,-9.917901667E1,2.293253547E3,2.285400000E3,0.000000000E0,2.394799957E2,6.033710530E-1,2.299999952E0,1.660000038E1,2.300000000E1
5.443558946E2,1.932385000E1,-9.917901667E1,2.294653551E3,2.286800000E3,0.000000000E0,3.505100098E2,6.039270276E-1,2.299999952E0,1.650000000E1,2.300000000E1
5.453558946E2,1.932384500E1,-9.917901667E1,2.295553563E3,2.287700000E3,0.000000000E0,1.708200073E2,6.041123525E-1,2.299999952E0,1.670000076E1,2.300000000E1
5.463558946E2,1.932384333E1,-9.917901667E1,2.295953566E3,2.288100000E3,0.000000000E0,2.586799927E2,6.041123525E-1,2.299999952E0,1.610000038E1,2.300000000E1
5.473558946E2,1.932384333E1,-9.917901667E1,2.295953566E3,2.288100000E3,0.000000000E0,2.586799927E2,6.041123525E-1,2.299999952E0,1.660000038E1,2.300000000E1
5.483558946E2,1.932384333E1,-9.917901667E1,2.295953566E3,2.288100000E3,0.000000000E0,2.586799927E2,6.050059184E-1,2.400000095E0,1.720000076E1,2.200000000E1
5.493558946E2,1.932383833E1,-9.917902333E1,2.298253591E3,2.290400000E3,2.985388935E-1,3.464299927E2,6.058255909E-1,2.400000095E0,1.739999962E1,2.100000000E1
5.503558946E2,1.932383167E1,-9.917902667E1,2.298853612E3,2.291000000E3,3.165541589E-1,3.233599854E2,6.060109158E-1,2.299999952E0,1.569999981E1,2.100000000E1
5.513558946E2,1.932383000E1,-9.917902667E1,2.299453616E3,2.291600000E3,0.000000000E0,1.110000038E1,6.073545148E-1,2.299999952E0,1.560000038E1,2.200000000E1
5.523558946E2,1.932381833E1,-9.917903000E1,2.299953649E3,2.292100000E3,0.000000000E0,4.699999988E-1,6.079104894E-1,2.299999952E0,1.580000019E1,2.300000000E1
5.533558946E2,1.932381333E1,-9.917903000E1,2.300153661E3,2.292300000E3,0.000000000E0,1.853000069E1,6.079104894E-1,2.299999952E0,1.530000019E1,2.200000000E1
5.543558946E2,1.932381333E1,-9.917903000E1,2.300153661E3,2.292300000E3,0.000000000E0,1.853000069E1,6.079104894E-1,2.200000048E0,1.489999962E1,2.300000000E1
5.553558946E2,1.932381333E1,-9.917903000E1,2.300153661E3,2.292300000E3,0.000000000E0,1.853000069E1,6.079104894E-1,2.200000048E0,1.439999962E1,2.300000000E1
5.563558946E2,1.932381333E1,-9.917903000E1,2.300153661E3,2.292300000E3,0.000000000E0,1.853000069E1,6.079104894E-1,2.200000048E0,1.450000000E1,2.300000000E1
5.573558946E2,1.932381333E1,-9.917903000E1,2.300153661E3,2.292300000E3,0.000000000E0,1.853000069E1,6.079104894E-1,2.099999905E0,1.469999981E1,2.300000000E1
5.583558946E2,1.932381333E1,-9.917903000E1,2.300153661E3,2.292300000E3,0.000000000E0,1.853000069E1,6.079104894E-1,2.000000000E0,1.450000000E1,2.300000000E1
5.593558946E2,1.932381333E1,-9.917903000E1,2.300153661E3,2.292300000E3,0.000000000E0,1.853000069E1,6.079104894E-1,2.000000000E0,1.460000038E1,2.300000000E1
5.603558946E2,1.932381333E1,-9.917903000E1,2.300153661E3,2.292300000E3,0.000000000E0,1.853000069E1,6.079104894E-1,2.099999905E0,1.400000000E1,2.400000000E1
5.613558946E2,1.932381333E1,-9.917903000E1,2.300153661E3,2.292300000E3,0.000000000E0,1.853000069E1,6.079104894E-1,2.099999905E0,1.419999981E1,2.400000000E1
5.623558946E2,1.932381333E1,-9.917903000E1,2.300153661E3,2.292300000E3,0.000000000E0,1.853000069E1,6.079104894E-1,2.099999905E0,1.419999981E1,2.300000000E1
5.633558946E2,1.932381333E1,-9.917903000E1,2.300153661E3,2.292300000E3,0.000000000E0,1.853000069E1,6.134154642E-1,2.099999905E0,1.380000019E1,2.300000000E1
5.643558946E2,1.932377167E1,-9.917905833E1,2.300253811E3,2.292400000E3,3.196425140E-1,3.179899902E2,6.141150016E-1,2.200000048E0,1.389999962E1,2.400000000E1
5.653558946E2,1.932377167E1,-9.917906500E1,2.300153824E3,2.292300000E3,0.000000000E0,1.586499939E2,6.146978330E-1,2.200000048E0,1.419999981E1,2.400000000E1
5.663558946E2,1.932376667E1,-9.917906667E1,2.299853839E3,2.292000000E3,0.000000000E0,1.911799927E2,6.150684827E-1,2.200000048E0,1.439999962E1,2.400000000E1
5.673558946E2,1.932376333E1,-9.917906667E1,2.299853846E3,2.292000000E3,0.000000000E0,5.295000076E1,6.150684827E-1,2.200000048E0,1.489999962E1,2.300000000E1
5.683558946E2,1.932376333E1,-9.917906667E1,2.299853846E3,2.292000000E3,0.000000000E0,5.295000076E1,6.150684827E-1,2.200000048E0,1.539999962E1,2.300000000E1
5.693558946E2,1.932376333E1,-9.917906667E1,2.299853846E3,2.292000000E3,0.000000000E0,1.974100037E2,6.150684827E-1,2.200000048E0,1.530000019E1,2.300000000E1
5.703558946E2,1.932376333E1,-9.917906667E1,2.299853846E3,2.292000000E3,0.000000000E0,1.974100037E2,6.150684827E-1,2.200000048E0,1.550000000E1,2.300000000E1
5.713558946E2,1.932376333E1,-9.917906667E1,2.299853846E3,2.292000000E3,0.000000000E0,1.974100037E2,6.150684827E-1,2.299999952E0,1.600000000E1,2.300000000E1
5.723558946E2,1.932376333E1,-9.917906667E1,2.299853846E3,2.292000000E3,0.000000000E0,1.974100037E2,6.150684827E-1,2.400000095E0,1.670000076E1,2.300000000E1
5.733558946E2,1.932376333E1,-9.917906667E1,2.299853846E3,2.292000000E3,0.000000000E0,1.974100037E2,6.150684827E-1,2.500000000E0,1.720000076E1,2.100000000E1
5.743558946E2,1.932376333E1,-9.917906667E1,2.299853846E3,2.292000000E3,0.000000000E0,1.974100037E2,6.150684827E-1,2.599999905E0,1.720000076E1,1.800000000E1
5.753558946E2,1.932376333E1,-9.917906667E1,2.299853846E3,2.292000000E3,0.000000000E0,1.974100037E2,6.150684827E-1,2.700000048E0,1.750000000E1,1.700000000E1
5.763558946E2,1.932376333E1,-9.917906667E1,2.299853846E3,2.292000000E3,0.000000000E0,1.974100037E2,6.150684827E-1,2.700000048E0,1.800000000E1,1.400000000E1
5.773558946E2,1.932376333E1,-9.917906667E1,2.299853846E3,2.292000000E3,0.000000000E0,1.974100037E2,6.150684827E-1,2.799999952E0,1.460000038E1,1.200000000E1
5.783558946E2,1.932376333E1,-9.917906667E1,2.299853846E3,2.292000000E3,0.000000000E0,1.974100037E2,6.226995893E-1,2.900000095E0,1.510000038E1,1.200000000E1
5.793558946E2,1.932382833E1,-9.917904333E1,2.298853653E3,2.291000000E3,0.000000000E0,1.974100037E2,6.234408888E-1,3.000000000E0,1.569999981E1,1.000000000E1
5.803558946E2,1.932383500E1,-9.917904333E1,2.298853638E3,2.291000000E3,0.000000000E0,1.974100037E2,6.260354371E-1,3.200000048E0,1.639999962E1,1.100000000E1
5.813558946E2,1.932385833E1,-9.917904333E1,2.298753585E3,2.290900000E3,0.000000000E0,1.974100037E2,6.293430478E-1,3.400000095E0,1.689999962E1,1.100000000E1
5.823558946E2,1.932387833E1,-9.917906667E1,2.298853586E3,2.291000000E3,0.000000000E0,1.974100037E2,6.323966626E-1,3.400000095E0,1.689999962E1,1.100000000E1
5.833558946E2,1.932389667E1,-9.917908833E1,2.298853588E3,2.291000000E3,0.000000000E0,1.974100037E2,6.347879603E-1,3.400000095E0,1.729999924E1,1.100000000E1
5.843558946E2,1.932390333E1,-9.917911000E1,2.298653615E3,2.290800000E3,0.000000000E0,1.974100037E2,6.365750917E-1,3.400000095E0,1.820000076E1,1.200000000E1
5.853558946E2,1.932391333E1,-9.917912333E1,2.298453619E3,2.290600000E3,0.000000000E0,1.974100037E2,6.377214500E-1,3.500000000E0,1.839999962E1,1.200000000E1
5.863558946E2,1.932392000E1,-9.917913167E1,2.298253621E3,2.290400000E3,0.000000000E0,1.974100037E2,6.405742970E-1,3.500000000E0,1.870000076E1,1.200000000E1
5.873558946E2,1.932392500E1,-9.917915833E1,2.298153662E3,2.290300000E3,0.000000000E0,1.974100037E2,6.433564080E-1,3.500000000E0,1.870000076E1,1.200000000E1
5.883558946E2,1.932393333E1,-9.917918333E1,2.298153693E3,2.290300000E3,0.000000000E0,1.974100037E2,6.447677025E-1,3.599999905E0,1.870000076E1,1.200000000E1
5.893558946E2,1.932393500E1,-9.917919667E1,2.297953715E3,2.290100000E3,0.000000000E0,1.974100037E2,6.458332478E-1,3.599999905E0,1.850000000E1,1.200000000E1
5.903558946E2,1.932393333E1,-9.917920667E1,2.297953739E3,2.290100000E3,0.000000000E0,1.974100037E2,6.462430840E-1,3.700000048E0,1.870000076E1,1.300000000E1
5.913558946E2,1.932393667E1,-9.917920833E1,2.297453735E3,2.289600000E3,0.000000000E0,1.974100037E2,6.482827563E-1,3.700000048E0,1.860000038E1,1.200000000E1
5.923558946E2,1.932392500E1,-9.917922333E1,2.297053791E3,2.289200000E3,0.000000000E0,1.974100037E2,6.519213135E-1,3.599999905E0,1.989999962E1,1.400000000E1
5.933558946E2,1.932391167E1,-9.917919167E1,2.296753758E3,2.288900000E3,0.000000000E0,1.974100037E2,6.522919633E-1,3.500000000E0,1.970000076E1,1.400000000E1
5.943558946E2,1.932390833E1,-9.917919167E1,2.296353766E3,2.288500000E3,0.000000000E0,1.974100037E2,6.558092318E-1,3.299999952E0,1.929999924E1,1.400000000E1
5.953558946E2,1.932390500E1,-9.917915833E1,2.296353707E3,2.288500000E3,0.000000000E0,1.974100037E2,6.590529701E-1,3.200000048E0,1.879999924E1,1.400000000E1
5.963558946E2,1.932389333E1,-9.917913000E1,2.296553678E3,2.288700000E3,0.000000000E0,1.974100037E2,6.605003087E-1,3.099999905E0,1.900000000E1,1.500000000E1
5.973558946E2,1.932389000E1,-9.917911667E1,2.296553659E3,2.288700000E3,0.000000000E0,1.974100037E2,6.632824203E-1,3.099999905E0,1.939999962E1,1.600000000E1
5.983558946E2,1.932388167E1,-9.917909167E1,2.296553628E3,2.288700000E3,0.000000000E0,1.974100037E2,6.668577979E-1,3.099999905E0,1.939999962E1,1.700000000E1
5.993558946E2,1.932387500E1,-9.917905833E1,2.296153577E3,2.288300000E3,0.000000000E0,1.974100037E2,6.686449295E-1,2.900000095E0,1.939999962E1,1.800000000E1
6.003558946E2,1.932386500E1,-9.917904500E1,2.296153573E3,2.288300000E3,0.000000000E0,1.974100037E2,6.692277608E-1,2.799999952E0,1.960000038E1,1.700000000E1
6.013558946E2,1.932386000E1,-9.917904333E1,2.296153581E3,2.288300000E3,0.000000000E0,1.974100037E2,6.730324341E-1,2.799999952E0,1.970000076E1,1.900000000E1
6.023558946E2,1.932384333E1,-9.917901167E1,2.295753556E3,2.287900000E3,0.000000000E0,1.974100037E2,6.752034426E-1,2.700000048E0,1.939999962E1,1.800000000E1
6.033558946E2,1.932383833E1,-9.917899167E1,2.295353528E3,2.287500000E3,0.000000000E0,1.974100037E2,6.757130692E-1,2.599999905E0,2.100000000E1,2.000000000E1
6.043558946E2,1.932383500E1,-9.917898833E1,2.295353529E3,2.287500000E3,0.000000000E0,1.974100037E2,6.759678825E-1,2.599999905E0,2.150000000E1,2.000000000E1
6.053558946E2,1.932383333E1,-9.917899000E1,2.295153536E3,2.287300000E3,0.000000000E0,1.974100037E2,6.766915521E-1,2.599999905E0,2.120000076E1,2.000000000E1
6.063558946E2,1.932383167E1,-9.917899667E1,2.294953553E3,2.287100000E3,0.000000000E0,1.974100037E2,6.775997292E-1,2.700000048E0,2.150000000E1,2.100000000E1
6.073558946E2,1.932383833E1,-9.917899167E1,2.294953528E3,2.287100000E3,0.000000000E0,1.974100037E2,6.783613784E-1,2.599999905E0,2.089999962E1,2.200000000E1
6.083558946E2,1.932384500E1,-9.917899000E1,2.294453510E3,2.286600000E3,0.000000000E0,1.974100037E2,6.793043615E-1,2.599999905E0,2.010000038E1,2.200000000E1
